Year,Region and country of birth,Total Permanent Residents,Percentage,State,Population Count
2006,Dominican Republic,38069,3.01,West Virginia,3
2006,India,61369,4.85,West Virginia,55
2006,Iran,13947,1.1,West Virginia,14
2006,Mexico,173753,13.72,West Virginia,25
2006,Pakistan,17418,1.38,West Virginia,34
2006,Philippines,74607,5.89,West Virginia,51
2006,United Kingdom,17207,1.36,West Virginia,22
2007,Total,1052415,100.0,West Virginia,721
2007,"China, People's Republic",76655,7.28,West Virginia,78
2007,Dominican Republic,28024,2.66,West Virginia,0
2007,India,65353,6.21,West Virginia,40
2007,Iran,10460,0.99,West Virginia,21
2007,Mexico,148640,14.12,West Virginia,16
2007,Pakistan,13492,1.28,West Virginia,18
2007,Philippines,72596,6.9,West Virginia,66
2007,United Kingdom,14545,1.38,West Virginia,31
2008,Total,1107126,100.0,West Virginia,798
2008,"China, People's Republic",80271,7.25,West Virginia,73
2008,Dominican Republic,31879,2.88,West Virginia,0
2008,India,63352,5.72,West Virginia,44
2008,Iran,13852,1.25,West Virginia,20
2008,Mexico,189989,17.16,West Virginia,39
2008,Pakistan,19719,1.78,West Virginia,31
2008,Philippines,54030,4.88,West Virginia,62
2008,United Kingdom,14348,1.3,West Virginia,31
2009,Total,1130818,100.0,West Virginia,734
2009,"China, People's Republic",64238,5.68,West Virginia,58
2009,Dominican Republic,49414,4.37,West Virginia,4
2009,India,57304,5.07,West Virginia,55
2009,Iran,18553,1.64,West Virginia,17
2009,Mexico,164920,14.58,West Virginia,31
2009,Pakistan,21555,1.91,West Virginia,40
2009,Philippines,60029,5.31,West Virginia,67
2009,United Kingdom,15748,1.39,West Virginia,15
2010,Total,1042625,100.0,West Virginia,729
2010,"China, People's Republic",70863,6.8,West Virginia,83
2010,Dominican Republic,53870,5.17,West Virginia,0
2010,India,69162,6.63,West Virginia,59
2010,Iran,14182,1.36,West Virginia,20
2010,Mexico,139120,13.34,West Virginia,20
2010,Pakistan,18258,1.75,West Virginia,26
2010,Philippines,58173,5.58,West Virginia,69
2010,United Kingdom,12792,1.23,West Virginia,19
2011,Total,1062040,100.0,West Virginia,830
2011,"China, People's Republic",87016,8.19,West Virginia,74
2011,Dominican Republic,46109,4.34,West Virginia,15
2011,India,69013,6.5,West Virginia,54
2011,Iran,14822,1.4,West Virginia,17
2011,Mexico,143446,13.51,West Virginia,28
2011,Pakistan,15546,1.46,West Virginia,20
2011,Philippines,57011,5.37,West Virginia,65
2011,United Kingdom,11572,1.09,West Virginia,29
2012,Total,1031631,100.0,West Virginia,779
2012,"China, People's Republic",81784,7.93,West Virginia,64
2012,Dominican Republic,41566,4.03,West Virginia,11
2012,India,66434,6.44,West Virginia,66
2012,Iran,12916,1.25,West Virginia,16
2012,Mexico,146406,14.19,West Virginia,27
2012,Pakistan,14740,1.43,West Virginia,28
2012,Philippines,57327,5.56,West Virginia,68
2012,United Kingdom,12014,1.16,West Virginia,22
2013,Total,990553,100.0,West Virginia,760
2013,"China, People's Republic",71798,7.25,West Virginia,64
2013,Dominican Republic,41311,4.17,West Virginia,9
2013,India,68458,6.91,West Virginia,50
2013,Iran,12863,1.3,West Virginia,19
2013,Mexico,135028,13.63,West Virginia,30
2013,Pakistan,13251,1.34,West Virginia,14
2013,Philippines,54446,5.5,West Virginia,63
2013,United Kingdom,12984,1.31,West Virginia,19
2014,Total,1016518,100.0,West Virginia,783
2014,"China, People's Republic",76089,7.49,West Virginia,74
2014,Dominican Republic,44577,4.39,West Virginia,11
2014,India,77908,7.66,West Virginia,74
2014,Iran,11615,1.14,West Virginia,17
2014,Mexico,134052,13.19,West Virginia,36
2014,Pakistan,18612,1.83,West Virginia,22
2014,Philippines,49996,4.92,West Virginia,46
2014,United Kingdom,12225,1.2,West Virginia,26
2015,Total,1051031,100.0,West Virginia,786
2015,"China, People's Republic",74558,7.09,West Virginia,62
2015,Dominican Republic,50610,4.82,West Virginia,13
2015,India,64116,6.1,West Virginia,58
2015,Iran,13114,1.25,West Virginia,18
2015,Mexico,158619,15.09,West Virginia,46
2015,Pakistan,18057,1.72,West Virginia,26
2015,Philippines,56478,5.37,West Virginia,62
2015,United Kingdom,12592,1.2,West Virginia,28
2016,Total,1183505,100.0,West Virginia,928
2016,"China, People's Republic",81772,6.91,West Virginia,69
2016,Dominican Republic,61161,5.17,West Virginia,13
2016,India,64687,5.47,West Virginia,60
2016,Iran,13298,1.12,West Virginia,24
2016,Mexico,174534,14.75,West Virginia,48
2016,Pakistan,19313,1.63,West Virginia,24
2016,Philippines,53287,4.5,West Virginia,92
2016,United Kingdom,12673,1.07,West Virginia,13
2017,Total,1127167,100.0,West Virginia,776
2017,"China, People's Republic",71565,6.35,West Virginia,44
2017,Dominican Republic,58520,5.19,West Virginia,5
2017,India,60394,5.36,West Virginia,64
2017,Iran,13791,1.22,West Virginia,23
2017,Mexico,170581,15.13,West Virginia,38
2017,Pakistan,17408,1.54,West Virginia,26
2017,Philippines,49147,4.36,West Virginia,79
2017,United Kingdom,10948,0.97,West Virginia,17
2018,Total,1096611,100.0,West Virginia,675
2018,"China, People's Republic",65214,5.95,West Virginia,66
2018,Dominican Republic,57413,5.24,West Virginia,9
2018,India,59821,5.46,West Virginia,31
2018,Iran,10116,0.92,West Virginia,7
2018,Mexico,161858,14.76,West Virginia,31
2018,Pakistan,15802,1.44,West Virginia,15
2018,Philippines,47258,4.31,West Virginia,89
2018,United Kingdom,9908,0.9,West Virginia,12
2019,Total,1031765,100.0,West Virginia,817
2019,"China, People's Republic",62248,6.03,West Virginia,54
2019,Dominican Republic,49911,4.84,West Virginia,9
2019,India,54495,5.28,West Virginia,72
2019,Iran,6640,0.64,West Virginia,5
2019,Mexico,156052,15.12,West Virginia,44
2019,Pakistan,13921,1.35,West Virginia,23
2019,Philippines,45920,4.45,West Virginia,70
2019,United Kingdom,11337,1.1,West Virginia,15
2020,Total,707362,100.0,West Virginia,547
2020,"China, People's Republic",41483,5.86,West Virginia,27
2020,Dominican Republic,30005,4.24,West Virginia,0
2020,India,46363,6.55,West Virginia,35
2020,Iran,8805,1.24,West Virginia,14
2020,Mexico,100325,14.18,West Virginia,30
2020,Pakistan,10474,1.48,West Virginia,17
2020,Philippines,25491,3.6,West Virginia,60
2020,United Kingdom,9655,1.36,West Virginia,17
2021,Total,740002,100.0,West Virginia,494
2021,"China, People's Republic",49847,6.74,West Virginia,16
2021,Dominican Republic,24553,3.32,West Virginia,0
2021,India,93450,12.63,West Virginia,59
2021,Iran,5734,0.77,West Virginia,9
2021,Mexico,107230,14.49,West Virginia,20
2021,Pakistan,9691,1.31,West Virginia,17
2021,Philippines,27511,3.72,West Virginia,69
2021,United Kingdom,9229,1.25,West Virginia,14
2005,Total,1122373,100.0,Wisconsin,7909
2005,"China, People's Republic",69967,6.23,Wisconsin,593
2005,Dominican Republic,27504,2.45,Wisconsin,39
2005,India,84681,7.54,Wisconsin,876
2005,Iran,13887,1.24,Wisconsin,48
2005,Mexico,161445,14.38,Wisconsin,1054
2005,Pakistan,14926,1.33,Wisconsin,107
2005,Philippines,60748,5.41,Wisconsin,234
2005,United Kingdom,19800,1.76,Wisconsin,241
2006,Total,1266264,100.0,Wisconsin,8341
2006,"China, People's Republic",87345,6.9,Wisconsin,501
2006,Dominican Republic,38069,3.01,Wisconsin,46
2006,India,61369,4.85,Wisconsin,455
2006,Iran,13947,1.1,Wisconsin,38
2006,Mexico,173753,13.72,Wisconsin,1400
2006,Pakistan,17418,1.38,Wisconsin,105
2006,Philippines,74607,5.89,Wisconsin,278
2006,United Kingdom,17207,1.36,Wisconsin,149
2007,Total,1052415,100.0,Wisconsin,7381
2007,"China, People's Republic",76655,7.28,Wisconsin,528
2007,Dominican Republic,28024,2.66,Wisconsin,38
2007,India,65353,6.21,Wisconsin,675
2007,Iran,10460,0.99,Wisconsin,34
2007,Mexico,148640,14.12,Wisconsin,1090
2007,Pakistan,13492,1.28,Wisconsin,99
2007,Philippines,72596,6.9,Wisconsin,384
2007,United Kingdom,14545,1.38,Wisconsin,130
2008,Total,1107126,100.0,Wisconsin,7306
2008,"China, People's Republic",80271,7.25,Wisconsin,398
2008,Dominican Republic,31879,2.88,Wisconsin,53
2008,India,63352,5.72,Wisconsin,516
2008,Iran,13852,1.25,Wisconsin,79
2008,Mexico,189989,17.16,Wisconsin,1521
2008,Pakistan,19719,1.78,Wisconsin,151
2008,Philippines,54030,4.88,Wisconsin,242
2008,United Kingdom,14348,1.3,Wisconsin,119
2009,Total,1130818,100.0,Wisconsin,6727
2009,"China, People's Republic",64238,5.68,Wisconsin,361
2009,Dominican Republic,49414,4.37,Wisconsin,56
2009,India,57304,5.07,Wisconsin,509
2009,Iran,18553,1.64,Wisconsin,30
2009,Mexico,164920,14.58,Wisconsin,1276
2009,Pakistan,21555,1.91,Wisconsin,135
2009,Philippines,60029,5.31,Wisconsin,286
2009,United Kingdom,15748,1.39,Wisconsin,135
2010,Total,1042625,100.0,Wisconsin,6189
2010,"China, People's Republic",70863,6.8,Wisconsin,494
2010,Dominican Republic,53870,5.17,Wisconsin,58
2010,India,69162,6.63,Wisconsin,624
2010,Iran,14182,1.36,Wisconsin,64
2010,Mexico,139120,13.34,Wisconsin,1117
2010,Pakistan,18258,1.75,Wisconsin,115
2010,Philippines,58173,5.58,Wisconsin,264
2010,United Kingdom,12792,1.23,Wisconsin,118
2011,Total,1062040,100.0,Wisconsin,6245
2011,"China, People's Republic",87016,8.19,Wisconsin,431
2011,Dominican Republic,46109,4.34,Wisconsin,59
2011,India,69013,6.5,Wisconsin,647
2011,Iran,14822,1.4,Wisconsin,35
2011,Mexico,143446,13.51,Wisconsin,1146
2011,Pakistan,15546,1.46,Wisconsin,115
2011,Philippines,57011,5.37,Wisconsin,226
2011,United Kingdom,11572,1.09,Wisconsin,78
2012,Total,1031631,100.0,Wisconsin,6049
2012,"China, People's Republic",81784,7.93,Wisconsin,467
2012,Dominican Republic,41566,4.03,Wisconsin,51
2012,India,66434,6.44,Wisconsin,632
2012,Iran,12916,1.25,Wisconsin,23
2012,Mexico,146406,14.19,Wisconsin,1142
2012,Pakistan,14740,1.43,Wisconsin,93
2012,Philippines,57327,5.56,Wisconsin,216
2012,United Kingdom,12014,1.16,Wisconsin,80
2013,Total,990553,100.0,Wisconsin,5918
2013,"China, People's Republic",71798,7.25,Wisconsin,389
2013,Dominican Republic,41311,4.17,Wisconsin,40
2013,India,68458,6.91,Wisconsin,608
2013,Iran,12863,1.3,Wisconsin,57
2013,Mexico,135028,13.63,Wisconsin,1029
2013,Pakistan,13251,1.34,Wisconsin,91
2013,Philippines,54446,5.5,Wisconsin,251
2013,United Kingdom,12984,1.31,Wisconsin,103
2014,Total,1016518,100.0,Wisconsin,5997
2014,"China, People's Republic",76089,7.49,Wisconsin,462
2014,Dominican Republic,44577,4.39,Wisconsin,56
2014,India,77908,7.66,Wisconsin,684
2014,Iran,11615,1.14,Wisconsin,45
2014,Mexico,134052,13.19,Wisconsin,1099
2014,Pakistan,18612,1.83,Wisconsin,115
2014,Philippines,49996,4.92,Wisconsin,203
2014,United Kingdom,12225,1.2,Wisconsin,89
2015,Total,1051031,100.0,Wisconsin,6655
2015,"China, People's Republic",74558,7.09,Wisconsin,501
2015,Dominican Republic,50610,4.82,Wisconsin,67
2015,India,64116,6.1,Wisconsin,617
2015,Iran,13114,1.25,Wisconsin,48
2015,Mexico,158619,15.09,Wisconsin,1253
2015,Pakistan,18057,1.72,Wisconsin,129
2015,Philippines,56478,5.37,Wisconsin,260
2015,United Kingdom,12592,1.2,Wisconsin,133
2016,Total,1183505,100.0,Wisconsin,7111
2016,"China, People's Republic",81772,6.91,Wisconsin,416
2016,Dominican Republic,61161,5.17,Wisconsin,76
2016,India,64687,5.47,Wisconsin,525
2016,Iran,13298,1.12,Wisconsin,54
2016,Mexico,174534,14.75,Wisconsin,1493
2016,Pakistan,19313,1.63,Wisconsin,103
2016,Philippines,53287,4.5,Wisconsin,328
2016,United Kingdom,12673,1.07,Wisconsin,103
2017,Total,1127167,100.0,Wisconsin,6681
2017,"China, People's Republic",71565,6.35,Wisconsin,360
2017,Dominican Republic,58520,5.19,Wisconsin,63
2017,India,60394,5.36,Wisconsin,533
2017,Iran,13791,1.22,Wisconsin,42
2017,Mexico,170581,15.13,Wisconsin,1487
2017,Pakistan,17408,1.54,Wisconsin,116
2017,Philippines,49147,4.36,Wisconsin,213
2017,United Kingdom,10948,0.97,Wisconsin,71
2018,Total,1096611,100.0,Wisconsin,7433
2018,"China, People's Republic",65214,5.95,Wisconsin,311
2018,Dominican Republic,57413,5.24,Wisconsin,107
2018,India,59821,5.46,Wisconsin,511
2018,Iran,10116,0.92,Wisconsin,40
2018,Mexico,161858,14.76,Wisconsin,1536
2018,Pakistan,15802,1.44,Wisconsin,138
2018,Philippines,47258,4.31,Wisconsin,221
2018,United Kingdom,9908,0.9,Wisconsin,61
2019,Total,1031765,100.0,Wisconsin,7138
2019,"China, People's Republic",62248,6.03,Wisconsin,395
2019,Dominican Republic,49911,4.84,Wisconsin,94
2019,India,54495,5.28,Wisconsin,446
2019,Iran,6640,0.64,Wisconsin,54
2019,Mexico,156052,15.12,Wisconsin,1418
2019,Pakistan,13921,1.35,Wisconsin,126
2019,Philippines,45920,4.45,Wisconsin,252
2019,United Kingdom,11337,1.1,Wisconsin,103
2020,Total,707362,100.0,Wisconsin,4525
2020,"China, People's Republic",41483,5.86,Wisconsin,213
2020,Dominican Republic,30005,4.24,Wisconsin,48
2020,India,46363,6.55,Wisconsin,423
2020,Iran,8805,1.24,Wisconsin,74
2020,Mexico,100325,14.18,Wisconsin,862
2020,Pakistan,10474,1.48,Wisconsin,54
2020,Philippines,25491,3.6,Wisconsin,163
2020,United Kingdom,9655,1.36,Wisconsin,68
2021,Total,740002,100.0,Wisconsin,5025
2021,"China, People's Republic",49847,6.74,Wisconsin,313
2021,Dominican Republic,24553,3.32,Wisconsin,54
2021,India,93450,12.63,Wisconsin,878
2021,Iran,5734,0.77,Wisconsin,38
2021,Mexico,107230,14.49,Wisconsin,949
2021,Pakistan,9691,1.31,Wisconsin,57
2021,Philippines,27511,3.72,Wisconsin,236
2021,United Kingdom,9229,1.25,Wisconsin,72
2005,Total,1122373,100.0,Wyoming,321
2005,"China, People's Republic",69967,6.23,Wyoming,28
2005,Dominican Republic,27504,2.45,Wyoming,0
2005,India,84681,7.54,Wyoming,0
2005,Iran,13887,1.24,Wyoming,0
2005,Mexico,161445,14.38,Wyoming,75
2005,Pakistan,14926,1.33,Wyoming,4
2005,Philippines,60748,5.41,Wyoming,23
2005,United Kingdom,19800,1.76,Wyoming,9
2006,Total,1266264,100.0,Wyoming,376
2006,"China, People's Republic",87345,6.9,Wyoming,33
2006,Dominican Republic,38069,3.01,Wyoming,0
2006,India,61369,4.85,Wyoming,13
2006,Iran,13947,1.1,Wyoming,0
2006,Mexico,173753,13.72,Wyoming,62
2006,Pakistan,17418,1.38,Wyoming,3
2006,Philippines,74607,5.89,Wyoming,26
2006,United Kingdom,17207,1.36,Wyoming,0
2007,Total,1052415,100.0,Wyoming,380
2007,"China, People's Republic",76655,7.28,Wyoming,0
2007,Dominican Republic,28024,2.66,Wyoming,0
2007,India,65353,6.21,Wyoming,17
2007,Iran,10460,0.99,Wyoming,4
2007,Mexico,148640,14.12,Wyoming,98
2007,Pakistan,13492,1.28,Wyoming,0
2007,Philippines,72596,6.9,Wyoming,45
2007,United Kingdom,14545,1.38,Wyoming,14
2008,Total,1107126,100.0,Wyoming,458
2008,"China, People's Republic",80271,7.25,Wyoming,33
2008,Dominican Republic,31879,2.88,Wyoming,0
2008,India,63352,5.72,Wyoming,20
2008,Iran,13852,1.25,Wyoming,3
2008,Mexico,189989,17.16,Wyoming,122
2008,Pakistan,19719,1.78,Wyoming,0
2008,Philippines,54030,4.88,Wyoming,24
2008,United Kingdom,14348,1.3,Wyoming,13
2009,Total,1130818,100.0,Wyoming,429
2009,"China, People's Republic",64238,5.68,Wyoming,36
2009,Dominican Republic,49414,4.37,Wyoming,0
2009,India,57304,5.07,Wyoming,19
2009,Iran,18553,1.64,Wyoming,5
2009,Mexico,164920,14.58,Wyoming,109
2009,Pakistan,21555,1.91,Wyoming,0
2009,Philippines,60029,5.31,Wyoming,34
2009,United Kingdom,15748,1.39,Wyoming,17
2010,Total,1042625,100.0,Wyoming,452
2010,"China, People's Republic",70863,6.8,Wyoming,50
2010,Dominican Republic,53870,5.17,Wyoming,0
2010,India,69162,6.63,Wyoming,9
2010,Iran,14182,1.36,Wyoming,0
2010,Mexico,139120,13.34,Wyoming,93
2010,Pakistan,18258,1.75,Wyoming,3
2010,Philippines,58173,5.58,Wyoming,46
2010,United Kingdom,12792,1.23,Wyoming,8
2011,Total,1062040,100.0,Wyoming,420
2011,"China, People's Republic",87016,8.19,Wyoming,27
2011,Dominican Republic,46109,4.34,Wyoming,0
2011,India,69013,6.5,Wyoming,19
2011,Iran,14822,1.4,Wyoming,0
2011,Mexico,143446,13.51,Wyoming,107
2011,Pakistan,15546,1.46,Wyoming,0
2011,Philippines,57011,5.37,Wyoming,21
2011,United Kingdom,11572,1.09,Wyoming,16
2012,Total,1031631,100.0,Wyoming,427
2012,"China, People's Republic",81784,7.93,Wyoming,27
2012,Dominican Republic,41566,4.03,Wyoming,3
2012,India,66434,6.44,Wyoming,15
2012,Iran,12916,1.25,Wyoming,4
2012,Mexico,146406,14.19,Wyoming,100
2012,Pakistan,14740,1.43,Wyoming,9
2012,Philippines,57327,5.56,Wyoming,43
2012,United Kingdom,12014,1.16,Wyoming,10
2013,Total,990553,100.0,Wyoming,522
2013,"China, People's Republic",71798,7.25,Wyoming,0
2013,Dominican Republic,41311,4.17,Wyoming,0
2013,India,68458,6.91,Wyoming,6
2013,Iran,12863,1.3,Wyoming,3
2013,Mexico,135028,13.63,Wyoming,135
2013,Pakistan,13251,1.34,Wyoming,5
2013,Philippines,54446,5.5,Wyoming,55
2013,United Kingdom,12984,1.31,Wyoming,7
2014,Total,1016518,100.0,Wyoming,414
2014,"China, People's Republic",76089,7.49,Wyoming,32
2014,Dominican Republic,44577,4.39,Wyoming,0
2014,India,77908,7.66,Wyoming,12
2014,Iran,11615,1.14,Wyoming,0
2014,Mexico,134052,13.19,Wyoming,97
2014,Pakistan,18612,1.83,Wyoming,7
2014,Philippines,49996,4.92,Wyoming,42
2014,United Kingdom,12225,1.2,Wyoming,0
2015,Total,1051031,100.0,Wyoming,539
2015,"China, People's Republic",74558,7.09,Wyoming,53
2015,Dominican Republic,50610,4.82,Wyoming,5
2015,India,64116,6.1,Wyoming,11
2015,Iran,13114,1.25,Wyoming,0
2015,Mexico,158619,15.09,Wyoming,163
2015,Pakistan,18057,1.72,Wyoming,0
2015,Philippines,56478,5.37,Wyoming,60
2015,United Kingdom,12592,1.2,Wyoming,14
2016,Total,1183505,100.0,Wyoming,462
2016,"China, People's Republic",81772,6.91,Wyoming,37
2016,Dominican Republic,61161,5.17,Wyoming,0
2016,India,64687,5.47,Wyoming,7
2016,Iran,13298,1.12,Wyoming,4
2016,Mexico,174534,14.75,Wyoming,137
2016,Pakistan,19313,1.63,Wyoming,0
2016,Philippines,53287,4.5,Wyoming,50
2016,United Kingdom,12673,1.07,Wyoming,9
2017,Total,1127167,100.0,Wyoming,444
2017,"China, People's Republic",71565,6.35,Wyoming,33
2017,Dominican Republic,58520,5.19,Wyoming,6
2017,India,60394,5.36,Wyoming,12
2017,Iran,13791,1.22,Wyoming,4
2017,Mexico,170581,15.13,Wyoming,122
2017,Pakistan,17408,1.54,Wyoming,0
2017,Philippines,49147,4.36,Wyoming,50
2017,United Kingdom,10948,0.97,Wyoming,0
2018,Total,1096611,100.0,Wyoming,409
2018,"China, People's Republic",65214,5.95,Wyoming,26
2018,Dominican Republic,57413,5.24,Wyoming,5
2018,India,59821,5.46,Wyoming,8
2018,Iran,10116,0.92,Wyoming,4
2018,Mexico,161858,14.76,Wyoming,114
2018,Pakistan,15802,1.44,Wyoming,4
2018,Philippines,47258,4.31,Wyoming,57
2018,United Kingdom,9908,0.9,Wyoming,13
2019,Total,1031765,100.0,Wyoming,410
2019,"China, People's Republic",62248,6.03,Wyoming,19
2019,Dominican Republic,49911,4.84,Wyoming,0
2019,India,54495,5.28,Wyoming,7
2019,Iran,6640,0.64,Wyoming,12
2019,Mexico,156052,15.12,Wyoming,113
2019,Pakistan,13921,1.35,Wyoming,0
2019,Philippines,45920,4.45,Wyoming,31
2019,United Kingdom,11337,1.1,Wyoming,11
2020,Total,707362,100.0,Wyoming,241
2020,"China, People's Republic",41483,5.86,Wyoming,13
2020,Dominican Republic,30005,4.24,Wyoming,0
2020,India,46363,6.55,Wyoming,6
2020,Iran,8805,1.24,Wyoming,4
2020,Mexico,100325,14.18,Wyoming,76
2020,Pakistan,10474,1.48,Wyoming,5
2020,Philippines,25491,3.6,Wyoming,25
2020,United Kingdom,9655,1.36,Wyoming,0
2021,Total,740002,100.0,Wyoming,280
2021,"China, People's Republic",49847,6.74,Wyoming,15
2021,Dominican Republic,24553,3.32,Wyoming,3
2021,India,93450,12.63,Wyoming,7
2021,Iran,5734,0.77,Wyoming,0
2021,Mexico,107230,14.49,Wyoming,69
2021,Pakistan,9691,1.31,Wyoming,3
2021,Philippines,27511,3.72,Wyoming,27
2021,United Kingdom,9229,1.25,Wyoming,8
2005,Total,1122373,100.0,U.S. Armed Services posts,128
2005,"China, People's Republic",69967,6.23,U.S. Armed Services posts,13
2005,Dominican Republic,27504,2.45,U.S. Armed Services posts,0
2005,India,84681,7.54,U.S. Armed Services posts,0
2005,Iran,13887,1.24,U.S. Armed Services posts,0
2005,Mexico,161445,14.38,U.S. Armed Services posts,0
2005,Pakistan,14926,1.33,U.S. Armed Services posts,0
2005,Philippines,60748,5.41,U.S. Armed Services posts,17
2005,United Kingdom,19800,1.76,U.S. Armed Services posts,4
2006,Total,1266264,100.0,U.S. Armed Services posts,0
2006,"China, People's Republic",87345,6.9,U.S. Armed Services posts,0
2006,Dominican Republic,38069,3.01,U.S. Armed Services posts,0
2006,India,61369,4.85,U.S. Armed Services posts,0
2006,Iran,13947,1.1,U.S. Armed Services posts,0
2006,Mexico,173753,13.72,U.S. Armed Services posts,0
2006,Pakistan,17418,1.38,U.S. Armed Services posts,0
2006,Philippines,74607,5.89,U.S. Armed Services posts,0
2006,United Kingdom,17207,1.36,U.S. Armed Services posts,0
